REMITOS,CANTIDAD
1000025921,407
1000025922,194
1000025923,7
1000025924,9
1000025925,224
1000025926,26
1000025927,155
1000025928,122
1000025929,275
1000025930,260
1000025931,190
1000025932,140
1000025933,96
1000025934,700
1000025935,954
1000025936,1109
1000025937,1032
1000025938,508
1000025939,863
1000025940,56
1000025942,344
1000025943,32
1000025944,662
1000025945,16
1000025946,15
1000025947,16
1000025948,17
1000025949,140
1000025950,150
1000025951,234
1000025952,96
1000025953,91
1000025954,115
1000025955,38
1000025956,755
1000025957,652
1000025958,575
1000025960,98
1000025961,14
1000025962,917
1000025963,101
1000025964,864
1000025965,1662
1000025966,206
1000025967,525
1000025968,561
1000025969,241
1000025970,328
1000025971,160
1000025972,269
1000025973,360
1000025974,471
1000025975,246
1000025976,32
1000025977,6
1000025978,50
1000025979,30
1000025980,275
1000025981,126
1000025982,167
1000025983,60
1000025984,72
1000025985,2024
1000025986,1324
1000025987,770
1000025988,220
1000025989,189
1000025990,177
1000025991,316
1000025992,199
1000025993,57
1000025994,191
1000025995,40
1000025996,61
1000025997,14
1000025998,6972
1000025999,159
1000026000,122
1000026001,807
1000026002,494
1000026003,1054
1000026004,1915
1000026005,55
1000026006,175
1000026007,110
1000026008,28
1000026009,648
1000026010,989
1000026011,2138
1000026012,24
1000026013,844
1000026014,12
1000026015,951
1000026016,1796
1000026017,74
1000026018,495
1000026019,842
1000026020,253
1000026021,159
1000026022,175
1000026023,162
1000026024,18
1000026025,23
1000026026,82
1000026027,178
1000026028,241
1000026029,20
1000026030,68
1000026031,1034
1000026032,18
1000026033,267
1000026034,516
1000026035,314
1000026036,128
1000026037,210
1000026038,75
1000026039,20
1000026040,388
1000026041,345
1000026042,570
1000026043,407
1000026044,111
1000026045,480
1000026046,162
1000026047,163
1000026048,4
1000026049,169
1000026050,325
1000026051,7
1000026054,149
1000026055,138
1000026056,122
1000026057,37
1000026059,142
1000026060,145
1000026061,126
1000026062,117
1000026063,209
1000026064,154
1000026065,10
1000026066,24
1000026067,157
1000026068,113
1000026069,2
1000026070,229
1000026071,74
1000026072,89
1000026073,41
1000026074,20
1000026075,12
1000026076,18
1000026077,340
1000026078,57
1000026079,33
1000026080,80
1000026081,2
1000026082,43
1000026083,38
1000026084,49
1000026085,300
1000026086,128
1000026087,5
1000026088,18
1000026089,38
1000026090,40
1000026091,7
1000026092,37
1000026093,25
1000026094,20
1000026095,4
1000026096,4
1000026097,34
1000026098,42
1000026099,10
1000026100,30
1000026101,55
1000026102,34
1000026103,177
1000026104,171
1000026105,260
1000026106,181
1000026107,1300
1000026108,1040
1000026109,688
1000026110,481
1000026111,234
1000026112,124
1000026113,1170
1000026114,1170
1000026115,312
1000026116,182
1000026117,11
1000026118,437
1000026119,63
1000026120,292
1000026121,502
1000026122,142
1000026123,684
1000026124,210
1000026125,8
1000026126,256
1000026127,785
1000026128,297
1000026129,386
1000026130,312
1000026131,63
1000026132,202
1000026133,111
1000026134,94
1000026135,109
1000026136,167
1000026137,5
1000026138,19
1000026139,12
1000026140,10
1000026141,29
1000026142,38
1000026143,42
1000026144,46
1000026145,15
1000026146,60
1000026147,41
1000026148,24
1000026149,463
1000026150,1200
1000026151,132
1000026154,100
1000026155,1
1000026156,18
1000026157,10
1000026158,85
1000026159,2
1000026160,20
1000026161,102
1000026162,387
1000026163,960
1000026164,284
1000026165,630
1000026166,1342
1000026167,498
1000026168,232
1000026169,147
1000026170,565
1000026171,10
1000026172,371
1000026173,314
1000026174,60
1000026175,190
1000026176,24
1000026177,87
1000026178,84
1000026179,10
1000026180,270
1000026181,460
1000026182,1121
1000026183,741
1000026184,82
1000026185,374
1000026186,1144
1000026187,724
1000026188,720
1000026189,344
1000026190,30
1000026191,277
1000026192,985
1000026193,119
1000026194,4
1000026195,497
1000026196,255
1000026197,280
1000026198,163
1000026199,10
1000026200,100
1000026201,308
1000026202,644
1000026203,158
1000026204,67
1000026205,400
1000026206,696
1000026207,56
1000026208,102
1000026209,40
1000026210,142
1000026211,20
1000026212,11
1000026213,5
1000026214,565
1000026215,98
1000026216,102
1000026217,181
1000026218,116
1000026219,488
1000026220,245
1000026221,285
1000026222,801
1000026223,55
1000026224,43
1000026225,36
1000026226,300
1000026227,2
1000026228,790
1000026229,290
1000026230,204
1000026231,99
1000026232,203
1000026233,110
1000026234,114
1000026235,133
1000026236,4
1000026237,2
1000026238,35
1000026239,50
1000026240,81
1000026241,3
1000026242,195
1000026243,40
1000026244,26
1000026245,10
1000026246,26
1000026247,11
1000026248,24
1000026249,726
1000026250,1132
1000026251,262
1000026252,229
1000026253,127
1000026254,93
1000026255,1020
1000026256,1240
1000026257,320
1000026258,305
1000026259,1084
1000026260,308
1000026261,79
1000026262,383
1000026263,304
1000026264,201
1000026265,63
1000026266,397
1000026267,73
1000026268,394
1000026269,78
1000026270,756
1000026271,376
1000026272,123
1000026273,674
1000026274,55
1000026275,381
1000026276,784
1000026277,26
1000026278,571
1000026279,496
1000026280,350
1000026281,94
1000026282,687
1000026283,104
1000026284,66
1000026285,39
1000026286,49
1000026287,52
1000026288,625
1000026289,1632
1000026290,431
1000026291,986
1000026292,439
1000026293,344
1000026294,48
1000026295,336
1000026296,186
1000026297,110
1000026298,161
1000026299,240
1000026300,144
1000026301,50
1000026302,33
1000026303,48
1000026304,68
1000026305,2
1000026306,609
1000026307,211
1000026308,543
1000026309,1246
1000026310,266
1000026311,213
1000026312,2
1000026313,230
1000026314,50
1000026315,846
1000026316,167
1000026317,132
1000026318,159
1000026319,88
1000026320,26
1000026321,296
1000026322,124
1000026323,1274
1000026324,983
1000026325,194
1000026326,618
1000026327,987
1000026328,418
1000026329,114
1000026330,60
1000026331,111
1000026332,141
1000026333,12
1000026334,340
1000026335,115
1000026336,38
1000026337,8
1000026338,21
1000026339,36
1000026340,33
1000026341,438
1000026342,106
1000026343,155
1000026344,128
1000026345,155
1000026346,4
1000026347,118
1000026348,86
1000026349,245
1000026350,208
1000026351,255
1000026352,85
1000026353,87
1000026354,56
1000026355,108
1000026356,44
1000026357,267
1000026358,112
1000026359,33
1000026360,867
1000026361,190
1000026362,185
1000026363,189
1000026364,110
1000026365,110
1000026366,29
1000026367,15
1000026368,304
1000026369,925
1000026370,845
1000026371,382
1000026372,63
1000026373,305
1000026374,252
1000026375,6
1000026376,15
1000026377,174
1000026378,57
1000026379,365
1000026380,257
1000026381,190
1000026382,84
1000026383,45
1000026384,72
1000026385,248
1000026386,84
1000026387,22
1000026388,108
1000026389,60
1000026390,100
1000026391,112
1000026392,104
1000026393,448
1000026394,321
1000026395,196
1000026396,79
1000026397,440
1000026398,120
1000026399,179
1000026400,358
1000026401,276
1000026402,166
1000026403,111
1000026404,296
1000026405,314
1000026406,943
1000026407,400
1000026408,101
1000026409,10
1000026410,84
1000026411,84
1000026412,96
1000026413,96
1000026414,55
1000026415,220
1000026416,316
1000026417,322
1000026418,70
1000026419,287
1000026420,520
1000026421,360
1000026422,371
1000026423,130
1000026424,108
1000026425,40
1000026426,100
1000026427,57
1000026428,35
1000026429,70
1000026430,463
1000026431,114
1000026432,438
1000026433,298
1000026434,440
1000026435,281
1000026436,270
1000026437,123
1000026438,98
1000026439,76
1000026440,2
1000026441,151
1000026442,1
1000026443,226
1000026444,230
1000026445,613
1000026446,68
1000026447,1279
1000026448,1042
1000026449,703
1000026450,251
1000026451,13
1000026453,70
1000026454,119
1000026455,110
1000026456,250
1000026457,1248
1000026458,633
1000026459,528
1000026460,290
1000026461,112
1000026462,1800
1000026463,700
1000026464,294
1000026465,264
1000026466,197
1000026467,332
1000026468,70
1000026469,146
1000026470,26
1000026471,51
1000026472,50
1000026473,53
1000026474,50
1000026475,199
1000026476,62
1000026477,1
1000026478,126
1000026479,357
1000026480,324
1000026481,84
1000026482,162
1000026483,154
1000026484,118
1000026485,139
1000026486,120
1000026487,90
1000026488,30
1000026489,1045
1000026490,472
1000026491,1005
1000026492,846
1000026493,531
1000026494,320
1000026495,155
1000026496,90
1000026497,877
1000026498,177
1000026499,617
1000026500,170
1000026501,520
1000026502,318
1000026503,120
1000026504,734
1000026505,276
1000026506,774
1000026507,703
1000026508,821
1000026509,1094
1000026510,63
1000026511,855
1000026512,1092
1000026513,579
1000026514,1415
1000026515,481
1000026516,177
1000026517,201
1000026518,170
1000026519,100
1000026520,34
1000026521,235
1000026522,218
1000026523,194
1000026524,170
1000026525,334
1000026526,121
1000026527,117
1000026528,50
1000026529,507
1000026530,90
1000026531,573
1000026532,888
1000026533,453
1000026534,847
1000026535,84
1000026536,145
1000026537,116
1000026538,246
1000026539,325
1000026540,370
1000026541,15
1000026542,353
1000026543,269
1000026544,243
1000026551,148
1000026552,245
1000026553,159
1000026554,99
1000026555,22
1000026556,11
1000026557,73
1000026558,50
1000026559,12
1000026560,100
1000026561,10
1000026562,42
1000026563,9
1000026564,27
1000026565,225
1000026566,15
1000026567,50
1000026568,22
1000026569,6
1000026570,34
1000026571,6
1000026572,31
1000026573,5
1000026574,6
1000026575,500
1000026576,80
1000026577,305
1000026578,110
1000026579,10
1000026580,30
1000026581,224
1000026582,166
1000026583,160
1000026584,170
1000026585,261
1000026586,54
1000026587,175
1000026588,74
1000026589,84
1000026590,60
1000026591,35
1000026592,492
1000026593,151
1000026594,60
1000026595,207
1000026596,202
1000026597,54
1000026598,420
1000026599,80
1000026600,86
1000026601,56
1000026602,408
1000026604,303
1000026605,451
1000026606,518
1000026607,352
1000026608,185
1000026609,119
1000026610,272
1000026611,97
1000026612,127
1000026613,64
1000026614,69
1000026615,671
1000026616,139
1000026617,495
1000026618,686
1000026619,516
1000026620,380
1000026621,994
1000026622,928
1000026623,280
1000026624,705
1000026625,544
1000026626,143
1000026628,326
1000026629,218
1000026630,24
1000026631,80
1000026632,18
1000026633,117
1000026634,927
1000026635,290
1000026636,126
1000026637,76
1000026638,144
1000026639,120
1000026640,126
1000026641,112
1000026642,82
1000026643,217
1000026644,132
1000026645,61
1000026646,55
1000026647,78
1000026648,60
1000026649,25
1000026650,86
1000026651,23
1000026652,42
1000026653,48
1000026654,497
1000026655,59
1000026656,38
1000026657,114
1000026658,293
1000026659,142
1000026660,30
1000026661,188
1000026663,156
1000026664,417
1000026665,234
1000026666,34
1000026667,265
1000026668,67
1000026669,59
1000026670,193
1000026671,118
1000026672,144
1000026673,669
1000026674,921
1000026675,362
1000026676,386
1000026677,60
1000026678,375
1000026679,263
1000026680,44
1000026681,163
1000026682,347
1000026683,95
1000026684,164
1000026685,160
1000026686,120
1000026687,100
1000026688,87
1000026689,119
1000026690,33
1000026691,6
1000026692,1200
1000026693,102
1000026694,809
1000026695,217
1000026696,630
1000026697,645
1000026698,175
1000026699,535
1000026700,170
1000026701,4
1000026702,278
1000026703,2
1000026704,20
1000026705,1
1000026706,5
1000026707,224
1000026708,500
1000026709,79
1000026710,60
1000026711,4
1000026712,130
1000026713,200
1000026714,112
1000026715,244
1000026716,64
1000026717,202
1000026718,746
1000026719,165
1000026720,247
1000026721,176
1000026722,579
1000026723,90
1000026724,117
1000026725,63
1000026726,7
1000026727,133
1000026728,60
1000026729,50
1000026730,110
1000026731,144
1000026732,47
1000026733,24
1000026734,87
1000026735,273
1000026736,673
1000026737,410
1000026738,250
1000026739,130
1000026740,96
1000026741,350
1000026742,95
1000026743,201
1000026744,16
1000026745,32
1000026746,20
1000026747,16
1000026748,884
1000026749,712
1000026750,468
1000026751,796
1000026752,546
1000026753,657
1000026754,392
1000026755,214
1000026756,178
1000026757,709
1000026758,60
1000026759,36
1000026760,199
1000026761,354
1000026762,620
1000026763,138
1000026764,24
1000026765,190
1000026766,244
1000026767,310
1000026768,193
1000026769,140
1000026770,190
1000026771,20
1000026772,160
1000026773,5
1000026774,8
1000026775,163
1000026776,80
1000026777,179
1000026778,20
1000026779,92
1000026780,101
1000026781,45
1000026782,40
1000026783,159
1000026784,98
1000026785,82
1000026786,145
1000026787,141
1000026788,39
1000026789,10
1000026790,97
1000026791,99
1000026792,150
1000026793,45
1000026794,12
1000026795,3
1000026796,303
1000026797,140
1000026798,283
1000026799,64
1000026800,350
1000026801,60
1000026802,31
1000026803,42
1000026804,112
1000026805,50
1000026806,36
1000026807,110
1000026808,55
1000026809,2
1000026810,32
1000026811,96
1000026812,22
1000026813,80
1000026814,40
1000026815,50
1000026816,20
1000026817,20
1000026818,24
1000026819,156
1000026820,445
1000026821,822
1000026822,203
1000026823,576
1000026824,332
1000026825,90
1000026826,246
1000026827,55
1000026828,98
1000026829,150
1000026830,104
1000026831,126
1000026832,10
1000026833,2
1000026834,381
1000026835,772
1000026836,1413
1000026837,353
1000026838,533
1000026839,120
1000026840,446
1000026841,163
1000026842,120
1000026843,100
1000026844,76
1000026845,69
1000026846,82
1000026847,14
1000026848,41
1000026849,311
1000026850,29
1000026851,453
1000026852,38
1000026853,50
1000026854,667
1000026855,57
1000026856,916
1000026857,551
1000026858,30
1000026859,270
1000026860,90
1000026861,500
1000026862,218
1000026863,386
1000026864,85
1000026865,360
1000026866,216
1000026867,114
1000026868,131
1000026869,273
1000026870,41
1000026871,10
1000026872,221
1000026873,3
1000026874,81
1000026875,25
1000026876,95
1000026877,40
1000026878,37
1000026879,15
1000026880,90
1000026881,90
1000026882,90
1000026883,12
1000026884,12
1000026885,37
1000026886,6
1000026887,3
1000026888,190
1000026889,392
1000026890,364
1000026891,119
1000026892,110
1000026893,141
1000026894,12
1000026895,12
1000026896,62
1000026897,110
1000026898,448
1000026899,704
1000026900,241
1000026901,205
1000026902,320
1000026903,1070
1000026904,214
1000026905,388
1000026906,343
1000026907,150
1000026908,150
1000026909,211
1000026910,87
1000026911,70
1000026912,93
1000026913,12
1000026914,80
1000026915,48
1000026916,20
1000026917,979
1000026918,915
1000026919,334
1000026920,392
1000026921,526
1000026922,44
1000026923,115
1000026924,92
1000026925,310
1000026926,79
1000026927,71
1000026928,36
1000026929,218
1000026930,66
1000026931,194
1000026932,10
1000026933,188
1000026934,16
1000026935,240
1000026936,49
1000026937,44
1000026938,20
1000026940,20
1000026941,20
1000026942,24
1000026943,90
1000026944,40
1000026945,103
1000026946,46
1000026947,3
1000026948,30
1000026949,2
1000026950,2
1000026951,14
1000026952,76
1000026953,92
1000026954,24
1000026955,12
1000026956,45
1000026957,32
1000026958,1
1000026959,85
1000026960,550
1000026961,29
1000026962,20
1000026963,3
1000026964,251
1000026965,33
1000026966,5
1000026967,272
1000026968,62
1000026969,120
1000026970,9
1000026971,606
1000026972,566
1000026973,986
1000026974,212
1000026975,552
1000026976,299
1000026977,180
1000026978,163
1000026979,565
1000026980,259
1000026981,198
1000026982,111
1000026983,183
1000026984,205
1000026985,186
1000026986,106
1000026987,85
1000026988,120
1000026989,105
1000026990,107
1000026991,69
1000026992,210
1000026993,140
1000026994,6
1000026995,90
1000026996,80
1000026997,73
1000026998,500
1000026999,83
1000027000,29
1000027001,40
1000027002,30
1000027003,50
1000027004,15
1000027005,54
1000027006,60
1000027007,2
1000027008,3
1000027009,476
1000027010,358
1000027011,353
1000027012,319
1000027013,388
1000027014,160
1000027015,156
1000027016,18
1000027017,127
1000027018,209
1000027019,169
1000027020,77
1000027021,6
1000027022,53
1000027023,54
1000027024,1
1000027025,42
1000027026,43
1000027027,128
1000027028,19
1000027029,36
1000027030,339
1000027033,328
1000027034,369
1000027035,84
1000027036,46
1000027037,50
1000027038,67
1000027039,71
1000027040,100
1000027041,34
1000027042,15
1000027043,828
1000027044,81
1000027045,433
1000027046,210
1000027047,120
1000027048,30
1000027049,2
1000027050,3
1000027051,5
1000027052,176
1000027053,76
1000027054,36
1000027055,41
1000027056,30
1000027057,225
1000027058,1
1000027059,3
1000027060,548
1000027063,125
1000027064,377
1000027065,100
1000027066,60
1000027067,690
1000027068,167
1000027069,332
1000027070,486
1000027071,179
1000027072,75
1000027073,8
1000027074,90
1000027075,112
1000027076,11
1000027077,399
1000027078,274
1000027079,48
1000027080,807
1000027081,359
1000027082,174
1000027083,72
1000027084,136
1000027085,218
1000027086,200
1000027087,9
1000027088,72
1000027089,65
1000027090,52
1000027091,80
1000027092,22
1000027093,33
1000027094,17
1000027095,10
1000027096,10
1000027097,12
1000027098,70
1000027099,3
1000027100,99
1000027101,107
1000027102,100
1000027103,3
1000027104,721
1000027105,75
1000027106,43
1000027107,32
1000027108,13
1000027109,88
1000027110,90
1000027111,92
1000027112,16
1000027113,1
1000027114,49
1000027115,55
1000027116,24
1000027117,10
1000027118,10
1000027119,130
1000027120,12
1000027121,9
1000027122,84
1000027123,318
1000027124,566
1000027125,155
1000027126,65
1000027127,218
1000027128,1080
1000027129,244
1000027130,513
1000027131,504
1000027132,162
1000027133,3
1000027134,5
1000027135,1368
1000027136,960
1000027137,428
1000027138,86
1000027139,130
1000027140,324
1000027141,188
1000027142,180
1000027143,38
1000027144,80
1000027145,5
1000027146,263
1000027147,139
1000027148,218
1000027149,112
1000027150,182
1000027151,432
1000027152,110
1000027153,72
1000027154,242
1000027155,374
1000027156,144
1000027157,123
1000027158,158
1000027159,89
1000027160,69
1000027161,19
1000027162,273
1000027163,441
1000027164,167
1000027165,2197
1000027166,707
1000027167,1384
1000027168,238
1000027169,498
1000027170,145
1000027171,187
1000027172,16
1000027173,109
1000027174,180
1000027175,120
1000027176,1940
1000027178,590
1000027179,147
1000027180,1134
1000027181,1512
1000027182,348
1000027183,812
1000027184,520
1000027185,237
1000027186,319
1000027187,434
1000027188,312
1000027189,453
1000027190,318
1000027191,343
1000027192,611
1000027193,440
1000027194,845
1000027195,441
1000027196,336
1000027197,758
1000027198,372
1000027199,132
1000027200,56
1000027201,1084
1000027203,1084
1000027204,720
1000027205,895
1000027206,560
1000027207,193
1000027208,323
1000027209,268
1000027210,88
1000027211,288
1000027212,181
1000027213,164
1000027214,676
1000027215,165
1000027216,590
1000027217,55
1000027218,672
1000027219,283
1000027220,59
1000027221,264
1000027222,170
1000027223,276
1000027224,420
1000027225,253
1000027226,293
1000027227,245
1000027228,113
1000027229,291
1000027230,193
1000027231,71
1000027232,62
1000027233,84
1000027234,264
1000027235,240
1000027236,166
1000027237,200
1000027238,54
1000027240,12
1000027241,1279
1000027242,1094
1000027243,437
1000027244,260
1000027245,3
1000027246,96
1000027247,187
1000027248,421
1000027249,900
1000027250,229
1000027251,716
1000027253,1440
1000027254,180
1000027255,90
1000027256,414
1000027257,142
1000027258,147
1000027259,270
1000027260,240
1000027261,228
1000027262,81
1000027263,110
1000027264,137
1000027265,90
1000027266,178
1000027267,22
1000027268,50
1000027269,112
1000027270,60
1000027271,1270
1000027272,79
1000027273,20
1000027274,2317
1000027275,501
1000027276,536
1000027280,574
1000027281,221
1000027282,114
1000027283,184
1000027284,245
1000027285,246
1000027286,110
1000027287,63
1000027288,379
1000027289,272
1000027290,613
1000027291,1221
1000027292,388
1000027293,1153
1000027294,1278
1000027295,846
1000027296,1012
1000027297,754
1000027298,1440
1000027299,606
1000027300,141
1000027301,149
1000027302,234
1000027304,186
1000027305,5
1000027306,133
1000027307,201
1000027308,90
1000027309,30
1000027310,112
1000027311,1
1000027312,123
1000027313,142
1000027314,36
1000027315,8
1000027316,20
1000027317,332
1000027318,306
1000027319,413
1000027320,555
1000027321,120
1000027322,483
1000027323,579
1000027324,823
1000027325,1380
1000027326,1677
1000027327,1332
1000027328,176
1000027329,60
1000027330,60
1000027331,80
1000027332,807
1000027333,515
1000027334,668
1000027335,329
1000027336,4
1000027337,273
1000027338,86
1000027339,40
1000027340,40
1000027341,630
1000027342,40
1000027343,72
1000027344,72
1000027345,4
1000027346,12
1000027347,400
1000027352,22
1000027353,42
1000027354,81
1000027355,52
1000027356,50
1000027357,69
1000027358,85
1000027359,10
1000027360,427
1000027361,1822
1000027362,972
1000027363,1500
1000027364,3000
1000027366,1955
1000027367,1830
1000027368,773
1000027369,211
1000027370,1293
1000027371,471
1000027372,392
1000027373,153
1000027374,298
1000027375,820
1000027376,253
1000027377,86
1000027378,202
1000027379,219
1000027380,190
1000027381,120
1000027382,90
1000027383,75
1000027384,65
1000027385,66
1000027386,71
1000027387,145
1000027388,214
1000027389,8
1000027390,328
1000027391,423
1000027392,115
1000027393,1680
1000027394,1204
1000027395,279
1000027396,362
1000027397,280
1000027398,216
1000027399,160
1000027400,75
1000027401,45
1000027402,20
1000027403,50
1000027404,4635
1000027405,3600
1000027406,2400
1000027407,1686
1000027408,571
1000027409,322
1000027410,786
1000027411,258
1000027412,306
1000027413,306
1000027414,116
1000027415,104
1000027416,86
1000027417,53
1000027418,48
1000027419,2490
1000027420,72
1000027421,137
1000027422,480
1000027423,640
1000027424,543
1000027425,310
1000027426,118
1000027427,73
1000027428,78
1000027429,108
1000027430,44
1000027431,15
1000027432,133
1000027433,125
1000027434,1092
1000027435,140
1000027436,570
1000027437,1175
1000027438,289
1000027439,379
1000027440,694
1000027441,628
1000027442,291
1000027443,234
1000027444,204
1000027445,164
1000027446,111
1000027447,164
1000027448,122
1000027449,110
1000027450,100
1000027451,60
1000027452,205
1000027453,125
1000027454,8
1000027455,300
1000027456,1265
1000027457,910
1000027458,1476
1000027459,1154
1000027460,1148
1000027461,210
1000027462,830
1000027463,482
1000027464,423
1000027465,12
1000027466,1595
1000027467,1028
1000027468,444
1000027469,300
1000027470,400
1000027471,980
1000027472,282
1000027473,202
1000027474,111
1000027475,78
1000027476,204
1000027477,466
1000027478,348
1000027479,132
1000027480,227
1000027481,201
1000027482,728
1000027483,102
1000027484,212
1000027485,271
1000027486,232
1000027487,132
1000027488,230
1000027489,269
1000027491,208
1000027492,150
1000027493,264
1000027494,60
1000027495,846
1000027496,324
1000027497,213
1000027498,135
1000027499,419
1000027500,345
1000027501,74
1000027502,235
1000027503,103
1000027504,58
1000027505,68
1000027506,50
1000027507,496
1000027508,281
1000027509,1454
1000027510,351
1000027511,415
1000027512,204
1000027513,470
1000027514,260
1000027515,224
1000027516,643
1000027517,416
1000027518,479
1000027519,86
1000027520,222
1000027521,95
1000027522,300
1000027535,128
1000027536,48
1000027537,91
1000027538,288
1000027539,139
1000027540,88
1000027541,434
1000027542,12
1000027543,160
1000027544,55
1000027545,90
1000028001,50
1000028002,72
1000028003,402
1000028004,15
1000028005,251
1000028006,239
1000028007,176
1000028008,207
1000028009,85
1000028010,320
1000028011,316
1000028012,212
1000028013,24
1000028014,148
1000028016,254
1000028017,211
1000028018,100
1000028019,230
1000028020,613
1000028021,161
1000028022,54
1000028023,192
1000028024,48
1000028025,66
1000028026,105
1000028027,66
1000028028,634
1000028029,1329
1000028030,239
1000028031,329
1000028032,598
1000028033,724
1000028034,541
1000028035,308
1000028036,107
1000028037,420
1000028038,242
1000028039,126
1000028040,51
1000028041,114
1000028042,72
1000028043,64
1000028044,102
1000028045,64
1000028046,4
1000028047,19
1000028048,70
1000028049,63
1000028050,12
1000028051,12
1000028052,9
1000028053,792
1000028054,320
1000028055,488
1000028056,338
1000028057,222
1000028058,404
1000028059,219
1000028060,174
1000028061,17
1000028062,344
1000028063,68
1000028064,46
1000028065,30
1000028066,6
1000028067,30
1000028068,1
1000028069,209
1000028071,120
1000028072,1681
1000028073,122
1000028074,42
1000028075,173
1000028076,130
1000028077,975
1000028079,675
1000028080,343
1000028081,328
1000028082,368
1000028083,485
1000028084,99
1000028085,144
1000028086,25
1000028087,90
1000028088,111
1000028089,118
1000028090,120
1000028091,106
1000028092,35
1000028093,123
1000028094,575
1000028095,570
1000028096,496
1000028097,369
1000028098,233
1000028099,92
1000028100,61
1000028101,10
1000028105,180
1000028106,177
1000028107,90
1000028108,314
1000028109,371
1000028110,951
1000028111,424
1000028112,579
1000028113,111
1000028114,387
1000028115,471
1000028116,574
1000028117,186
1000028118,366
1000028119,188
1000028120,164
1000028121,105
1000028122,290
1000028123,322
1000028124,600
1000028125,98
1000028126,226
1000028127,282
1000028128,418
1000028129,60
1000028130,42
1000028131,997
1000028132,521
1000028133,748
1000028134,180
1000028135,511
1000028136,346
1000028137,204
1000028138,262
1000028139,320
1000028140,98
1000028141,29
1000028142,110
1000028143,70
1000028144,5
1000028145,60
1000028147,369
1000028148,233
1000028149,92
1000028150,35
1000028151,10
1000028152,496
1000028153,99
1000028154,485
1000028155,61
1000028156,292
1000028157,143
1000028158,165
1000028159,65
1000028160,160
1000028161,106
1000028162,80
1000028163,16
1000028164,12
1000028165,1720
1000028166,2280
1000028167,904
1000028168,840
1000028169,208
1000028170,565
1000028171,28
1000028172,42
1000028173,530
1000028174,397
1000028175,252
1000028176,213
1000028177,128
1000028178,580
1000028179,415
1000028180,438
1000028181,157
1000028182,224
1000028183,133
1000028184,104
1000028185,45
1000028186,90
1000028187,16
1000028188,84
1000028189,90
1000028190,204
1000028191,102
1000028192,7
1000028193,72
1000028194,30
1000028195,36
1000028196,235
1000028197,132
1000028198,145
1000028199,44
1000028200,134
1000028201,135
1000028202,190
1000028203,166
1000028204,92
1000028205,44
1000028207,38
1000028208,84
1000028209,70
1000028210,1970
1000028211,1080
1000028212,850
1000028213,771
1000028214,183
1000028215,272
1000028216,248
1000028217,345
1000028218,185
1000028219,129
1000028220,180
1000028221,129
1000028222,60
1000028223,70
1000028224,30
1000028225,56
1000028226,103
1000028227,1854
1000028228,1500
1000028229,510
1000028230,100
1000028231,215
1000028232,250
1000028233,237
1000028234,643
1000028235,482
1000028236,287
1000028237,165
1000028238,239
1000028239,195
1000028240,196
1000028241,321
1000028242,8
1000028243,150
1000028244,35
1000028245,50
1000028246,9
1000028247,100
1000028248,272
1000028249,114
1000028250,50
1000028251,10
1000028252,149
1000028253,288
1000028254,404
1000028255,274
1000028256,15
1000028257,103
1000028258,1
1000028259,352
1000028260,27
1000028261,148
1000028262,228
1000028263,378
1000028264,170
1000028265,294
1000028266,181
1000028267,152
1000028268,1333
1000028269,1506
1000028270,1501
1000028271,522
1000028272,800
1000028273,120
1000028274,157
1000028275,109
1000028276,69
1000028277,42
1000028278,20
1000028279,20
1000028280,2
1000028281,145
1000028282,2855
1000028283,1200
1000028284,231
1000028285,205
1000028286,21
1000028287,64
1000028288,885
1000028289,527
1000028290,761
1000028291,555
1000028292,408
1000028293,348
1000028294,276
1000028295,128
1000028296,119
1000028297,25
1000028298,80
1000028299,94
1000028300,96
1000028301,735
1000028302,1756
1000028303,1403
1000028304,624
1000028305,1114
1000028306,133
1000028307,382
1000028308,305
1000028309,360
1000028310,198
1000028311,310
1000028312,54
1000028313,29
1000028314,13400
1000028315,7518
1000028316,1800
1000028317,528
1000028318,239
1000028319,130
1000028320,150
1000028321,127
1000028322,110
1000028323,56
1000028324,120
1000028325,22
1000028326,110
1000028327,15
1000028328,135
1000028329,611
1000028330,392
1000028331,728
1000028332,186
1000028333,487
1000028334,336
1000028335,74
1000028336,348
1000028337,290
1000028338,259
1000028339,248
1000028340,246
1000028341,210
1000028342,198
1000028343,126
1000028344,150
1000028345,136
1000028346,71
1000028347,1
1000028348,24
1000028349,92
1000028350,1035
1000028351,390
1000028352,500
1000028353,290
1000028354,434
1000028355,220
1000028356,233
1000028357,132
1000028358,163
1000028359,128
1000028360,126
1000028361,92
1000028362,75
1000028363,46
1000028364,1
1000028365,60
1000028366,1150
1000028367,214
1000028368,210
1000028369,159
1000028370,60
1000028371,47
1000028372,1598
1000028373,359
1000028374,8
1000028375,20
1000028376,669
1000028377,647
1000028378,316
1000028379,394
1000028380,94
1000028381,107
1000028382,129
1000028383,491
1000028384,1054
1000028385,471
1000028386,485
1000028387,2
1000028388,232
1000028389,539
1000028390,320
1000028391,559
1000028392,163
1000028393,410
1000028394,300
1000028395,120
1000028396,24
1000028397,522
1000028398,188
1000028399,215
1000028400,168
1000028401,32
1000028402,380
1000028403,259
1000028404,122
1000028405,240
1000028406,360
1000028407,197
1000028408,146
1000028409,29
1000028410,145
1000028411,89
1000028412,12
1000028413,72
1000028414,3
