remito,remitoOriginal,cantidad
1000028741,0001000028741,309
1000028742,0001000028742,600
1000028743,0001000028743,60
1000028744,0001000028744,548
1000028745,0001000028745,287
1000028746,0001000028746,528
1000028747,0001000028747,1199
1000028748,0001000028748,314
1000028749,0001000028749,839
1000028750,0001000028750,36
1000028751,0001000028751,454
1000028752,0001000028752,196
1000028753,0001000028753,524
1000028754,0001000028754,471
1000028755,0001000028755,20
1000028756,0001000028756,462
1000028757,0001000028757,736
1000028758,0001000028758,891
1000028759,0001000028759,247
1000028760,0001000028760,110
1000028761,0001000028761,409
1000028762,0001000028762,524
1000028763,0001000028763,151
1000028764,0001000028764,222
1000028765,0001000028765,716
1000028766,0001000028766,230
1000028767,0001000028767,301
1000028768,0001000028768,720
1000028769,0001000028769,267
1000028770,0001000028770,221
1000028771,0001000028771,156
1000028772,0001000028772,378
1000028773,0001000028773,76
1000028774,0001000028774,117
1000028775,0001000028775,102
1000028776,0001000028776,100
1000028777,0001000028777,42
1000028778,0001000028778,147
1000028779,0001000028779,179
1000028780,0001000028780,50
1000028781,0001000028781,243
1000028782,0001000028782,147
1000028783,0001000028783,150
1000028784,0001000028784,184
1000028785,0001000028785,167
1000028786,0001000028786,152
1000028787,0001000028787,12
1000028788,0001000028788,76
1000028789,0001000028789,56
1000028790,0001000028790,106
1000028791,0001000028791,23
1000028792,0001000028792,19
1000028793,0001000028793,78
1000028794,0001000028794,210
1000028795,0001000028795,84
1000028796,0001000028796,74
1000028797,0001000028797,130
1000028798,0001000028798,99
1000028799,0001000028799,41
1000028800,0001000028800,180
1000028801,0001000028801,62
1000028802,0001000028802,156
1000028804,0001000028804,177
1000028805,0001000028805,103
1000028806,0001000028806,113
1000028807,0001000028807,111
1000028808,0001000028808,93
1000028809,0001000028809,9
1000028810,0001000028810,66
1000028811,0001000028811,155
1000028812,0001000028812,120
1000028813,0001000028813,63
1000028814,0001000028814,181
1000028815,0001000028815,159
1000028816,0001000028816,137
1000028817,0001000028817,2400
1000028818,0001000028818,10
1000028819,0001000028819,123
1000028820,0001000028820,290
1000028821,0001000028821,269
1000028822,0001000028822,494
1000028823,0001000028823,180
1000028824,0001000028824,390
1000028825,0001000028825,181
1000028826,0001000028826,100
1000028827,0001000028827,76
1000028828,0001000028828,4
1000028829,0001000028829,28
1000028830,0001000028830,75
1000028831,0001000028831,151
1000028832,0001000028832,265
1000028833,0001000028833,514
1000028834,0001000028834,342
1000028835,0001000028835,150
1000028836,0001000028836,118
1000028837,0001000028837,51
1000028838,0001000028838,288
1000028839,0001000028839,41
1000028840,0001000028840,92
1000028841,0001000028841,54
1000028842,0001000028842,27
1000028843,0001000028843,45
1000028844,0001000028844,1115
1000028845,0001000028845,759
1000028846,0001000028846,469
1000028847,0001000028847,230
1000028848,0001000028848,44
1000028849,0001000028849,110
1000028850,0001000028850,10
1000028851,0001000028851,30
1000028852,0001000028852,220
1000028853,0001000028853,50
1000028854,0001000028854,43
1000028855,0001000028855,6
1000028856,0001000028856,24
1000028857,0001000028857,76
1000028858,0001000028858,9
1000028859,0001000028859,30
1000028860,0001000028860,168
1000028861,0001000028861,190
1000028862,0001000028862,170
1000028863,0001000028863,151
1000028864,0001000028864,30
1000028865,0001000028865,90
1000028866,0001000028866,16
1000028867,0001000028867,10
1000028868,0001000028868,4
1000028869,0001000028869,7
1000028870,0001000028870,4
1000028871,0001000028871,60
1000028872,0001000028872,3
1000028873,0001000028873,2
1000028874,0001000028874,28
1000028875,0001000028875,24
1000028876,0001000028876,30
1000028877,0001000028877,12
1000028878,0001000028878,255
1000028879,0001000028879,1814
1000028880,0001000028880,236
1000028881,0001000028881,80
1000028882,0001000028882,70
1000028883,0001000028883,67
1000028884,0001000028884,88
1000028885,0001000028885,40
1000028886,0001000028886,328
1000028887,0001000028887,191
1000028888,0001000028888,100
1000028889,0001000028889,20
1000028890,0001000028890,993
1000028891,0001000028891,527
1000028892,0001000028892,451
1000028893,0001000028893,27
1000028894,0001000028894,152
1000028895,0001000028895,154
1000028896,0001000028896,95
1000028897,0001000028897,104
1000028898,0001000028898,63
1000028899,0001000028899,89
1000028900,0001000028900,38
1000028901,0001000028901,24
1000028902,0001000028902,6
1000028903,0001000028903,12
1000028904,0001000028904,12
1000028905,0001000028905,12
1000028906,0001000028906,12
1000028907,0001000028907,12
1000028908,0001000028908,12
1000028909,0001000028909,490
1000028910,0001000028910,170
1000028911,0001000028911,1307
1000028912,0001000028912,108
1000028913,0001000028913,240
1000028914,0001000028914,255
1000028915,0001000028915,192
1000028916,0001000028916,330
1000028917,0001000028917,343
1000028918,0001000028918,86
1000028919,0001000028919,61
1000028920,0001000028920,100
1000028921,0001000028921,48
1000028922,0001000028922,52
1000028923,0001000028923,50
1000028924,0001000028924,756
1000028925,0001000028925,998
1000028926,0001000028926,684
1000028927,0001000028927,121
1000028928,0001000028928,150
1000028929,0001000028929,89
1000028930,0001000028930,95
1000028931,0001000028931,94
1000028932,0001000028932,60
1000028933,0001000028933,605
1000028934,0001000028934,331
1000028935,0001000028935,368
1000028936,0001000028936,242
1000028937,0001000028937,226
1000028938,0001000028938,40
1000028939,0001000028939,66
1000028940,0001000028940,36
1000028941,0001000028941,8
1000028942,0001000028942,73
1000028943,0001000028943,41
1000028944,0001000028944,114
1000028945,0001000028945,44
1000028946,0001000028946,6
1000028947,0001000028947,107
1000028948,0001000028948,100
1000028949,0001000028949,40
1000028950,0001000028950,41
1000028951,0001000028951,150
1000028952,0001000028952,72
1000028953,0001000028953,156
1000028954,0001000028954,168
1000028955,0001000028955,185
1000028956,0001000028956,181
1000028957,0001000028957,260
1000028958,0001000028958,182
1000028959,0001000028959,206
1000028960,0001000028960,51
1000028961,0001000028961,125
1000028962,0001000028962,264
1000028963,0001000028963,280
1000028964,0001000028964,215
1000028965,0001000028965,105
1000028966,0001000028966,75
1000028967,0001000028967,454
1000028968,0001000028968,1
1000028969,0001000028969,894
1000028970,0001000028970,517
1000028971,0001000028971,1030
1000028972,0001000028972,1595
1000028973,0001000028973,8
1000028974,0001000028974,84
1000028975,0001000028975,1198
1000028976,0001000028976,1807
1000028977,0001000028977,906
1000028978,0001000028978,46
1000028979,0001000028979,130
1000028980,0001000028980,5
1000028981,0001000028981,326
1000028982,0001000028982,32
1000028983,0001000028983,561
1000028984,0001000028984,143
1000028985,0001000028985,352
1000028986,0001000028986,13
1000028987,0001000028987,382
1000028988,0001000028988,126
1000028989,0001000028989,149
1000028990,0001000028990,93
1000028991,0001000028991,90
1000028992,0001000028992,18
1000028998,0001000028998,200
1000028999,0001000028999,617
1000029000,0001000029000,224
1000029001,0001000029001,131
1000029002,0001000029002,44
1000029003,0001000029003,39
1000029004,0001000029004,105
1000029005,0001000029005,60
1000029006,0001000029006,200
1000029007,0001000029007,200
1000029008,0001000029008,92
1000029009,0001000029009,55
1000029010,0001000029010,36
1000029011,0001000029011,127
1000029012,0001000029012,330
1000029013,0001000029013,30
1000029014,0001000029014,680
1000029015,0001000029015,1269
1000029016,0001000029016,201
1000029017,0001000029017,301
1000029018,0001000029018,315
1000029019,0001000029019,239
1000029020,0001000029020,80
1000029021,0001000029021,6
1000029022,0001000029022,100
1000029024,0001000029024,79
1000029025,0001000029025,83
1000029026,0001000029026,41
1000029027,0001000029027,47
1000029028,0001000029028,39
1000029029,0001000029029,64
1000029033,0001000029033,21
1000029034,0001000029034,96
1000029035,0001000029035,60
1000029036,0001000029036,77
1000029037,0001000029037,4
1000029038,0001000029038,7
1000029039,0001000029039,11
1000029040,0001000029040,2618
1000029041,0001000029041,7214
1000029042,0001000029042,19738
1000029043,0001000029043,1389
1000029044,0001000029044,159
1000029045,0001000029045,385
1000029046,0001000029046,183
1000029047,0001000029047,111
1000029048,0001000029048,10
1000029049,0001000029049,10
1000029050,0001000029050,80
1000029051,0001000029051,6
1000029052,0001000029052,45
1000029053,0001000029053,925
1000029054,0001000029054,350
1000029055,0001000029055,210
1000029056,0001000029056,109
1000029057,0001000029057,502
1000029058,0001000029058,104
1000029059,0001000029059,296
1000029060,0001000029060,251
1000029061,0001000029061,290
1000029062,0001000029062,804
1000029063,0001000029063,20
1000029064,0001000029064,450
1000029065,0001000029065,15
1000029066,0001000029066,476
1000029067,0001000029067,641
1000029068,0001000029068,430
1000029069,0001000029069,471
1000029070,0001000029070,226
1000029071,0001000029071,2
1000029072,0001000029072,424
1000029073,0001000029073,140
1000029074,0001000029074,132
1000029075,0001000029075,218
1000029076,0001000029076,120
1000029077,0001000029077,315
1000029078,0001000029078,436
1000029079,0001000029079,308
1000029080,0001000029080,255
1000029081,0001000029081,220
1000029082,0001000029082,180
1000029083,0001000029083,180
1000029084,0001000029084,48
1000029085,0001000029085,80
1000029086,0001000029086,323
1000029087,0001000029087,120
1000029088,0001000029088,104
1000029089,0001000029089,100
1000029090,0001000029090,80
1000029091,0001000029091,48
1000029092,0001000029092,118
1000029093,0001000029093,90
1000029094,0001000029094,25
1000029095,0001000029095,80
1000029096,0001000029096,180
1000029097,0001000029097,140
1000029098,0001000029098,32
1000029099,0001000029099,80
1000029100,0001000029100,73
1000029101,0001000029101,16
1000029102,0001000029102,40
1000029103,0001000029103,55
1000029104,0001000029104,250
1000029105,0001000029105,12
1000029106,0001000029106,378
1000029107,0001000029107,254
1000029108,0001000029108,1147
1000029109,0001000029109,2555
1000029110,0001000029110,182
1000029111,0001000029111,55
1000029112,0001000029112,56
1000029113,0001000029113,40
1000029114,0001000029114,40
1000029115,0001000029115,60
1000029116,0001000029116,20
1000029117,0001000029117,30
1000029118,0001000029118,20
1000029119,0001000029119,20
1000029120,0001000029120,609
1000029121,0001000029121,4
1000029122,0001000029122,132
1000029123,0001000029123,60
1000029124,0001000029124,60
1000029125,0001000029125,78
1000029126,0001000029126,2474
1000029127,0001000029127,7298
1000029128,0001000029128,19702
1000029129,0001000029129,1485
1000029130,0001000029130,175
1000029131,0001000029131,486
1000029132,0001000029132,753
1000029133,0001000029133,69
1000029134,0001000029134,162
1000029135,0001000029135,121
1000029136,0001000029136,168
1000029137,0001000029137,138
1000029138,0001000029138,117
1000029139,0001000029139,28
1000029140,0001000029140,34
1000029141,0001000029141,211
1000029142,0001000029142,340
1000029143,0001000029143,449
1000029144,0001000029144,87
1000029145,0001000029145,121
1000029146,0001000029146,34
1000029147,0001000029147,20
1000029148,0001000029148,96
1000029149,0001000029149,46
1000029150,0001000029150,70
1000029151,0001000029151,135
1000029152,0001000029152,105
1000029153,0001000029153,152
1000029154,0001000029154,414
1000029155,0001000029155,307
1000029156,0001000029156,113
1000029157,0001000029157,362
1000029158,0001000029158,136
1000029159,0001000029159,83
1000029160,0001000029160,12
1000029161,0001000029161,402
1000029162,0001000029162,1128
1000029163,0001000029163,1660
1000029164,0001000029164,655
1000029165,0001000029165,83
1000029166,0001000029166,411
1000029167,0001000029167,182
1000029168,0001000029168,81
1000029169,0001000029169,138
1000029170,0001000029170,177
1000029171,0001000029171,146
1000029172,0001000029172,36
1000029173,0001000029173,60
1000029174,0001000029174,190
1000029175,0001000029175,112
1000029176,0001000029176,15
1000029177,0001000029177,124
1000029178,0001000029178,79
1000029179,0001000029179,44
1000029180,0001000029180,344
1000029181,0001000029181,50
1000029182,0001000029182,989
1000029183,0001000029183,832
1000029184,0001000029184,399
1000029185,0001000029185,362
1000029186,0001000029186,416
1000029187,0001000029187,638
1000029188,0001000029188,245
1000029189,0001000029189,313
1000029190,0001000029190,106
1000029191,0001000029191,184
1000029192,0001000029192,149
1000029193,0001000029193,317
1000029194,0001000029194,279
1000029195,0001000029195,229
1000029196,0001000029196,192
1000029197,0001000029197,240
1000029198,0001000029198,75
1000029199,0001000029199,84
1000029200,0001000029200,67
1000029201,0001000029201,192
1000029202,0001000029202,47
1000029203,0001000029203,1281
1000029204,0001000029204,1681
1000029205,0001000029205,469
1000029206,0001000029206,225
1000029207,0001000029207,208
1000029208,0001000029208,8
1000029209,0001000029209,509
1000029210,0001000029210,234
1000029212,0001000029212,55
1000029213,0001000029213,18
1000029214,0001000029214,160
1000029215,0001000029215,47
1000029216,0001000029216,96
1000029217,0001000029217,20
1000029218,0001000029218,738
1000029219,0001000029219,503
1000029220,0001000029220,582
1000029221,0001000029221,69
1000029222,0001000029222,58
1000029223,0001000029223,130
1000029224,0001000029224,56
1000029225,0001000029225,32
1000029226,0001000029226,19
1000029227,0001000029227,18
1000029228,0001000029228,360
1000029229,0001000029229,129
1000029230,0001000029230,499
1000029231,0001000029231,82
1000029232,0001000029232,187
1000029233,0001000029233,40
1000029234,0001000029234,20
